'sample interval','ECG '
1979,0.109
1980,0.111
1981,0.113
1982,0.116
1983,0.121
1984,0.125
1985,0.128
1986,0.127
1987,0.121
1988,0.111
1989,0.100
1990,0.092
1991,0.083
1992,0.073
1993,0.063
1994,0.056
1995,0.051
1996,0.044
1997,0.017
1998,-0.031
1999,-0.046
2000,-0.055
2001,-0.058
2002,-0.060
2003,-0.060
2004,-0.060
2005,-0.062
2006,-0.059
2007,-0.045
2008,-0.040
2009,-0.038
2010,-0.036
2011,-0.034
2012,-0.032
2013,-0.031
2014,-0.029
2015,-0.027
2016,-0.025
2017,-0.024
2018,-0.023
2019,-0.021
2020,-0.021
2021,-0.020
2022,-0.020
2023,-0.019
2024,-0.018
2025,-0.017
2026,-0.016
2027,-0.016
2028,-0.015
2029,-0.015
2030,-0.015
2031,-0.015
2032,-0.015
2033,-0.014
2034,-0.014
2035,-0.013
2036,-0.013
2037,-0.012
2038,-0.012
2039,-0.012
2040,-0.011
2041,-0.010
2042,-0.009
2043,-0.007
2044,-0.004
2045,0.000
2046,0.003
2047,0.006
2048,0.011
2049,0.016
2050,0.026
2051,0.034
2052,0.040
2053,0.045
2054,0.049
2055,0.054
2056,0.058
2057,0.062
2058,0.064
2059,0.059
2060,0.051
2061,0.039
2062,0.023
2063,0.001
2064,-0.009
2065,-0.019
2066,-0.028
2067,-0.030
2068,-0.023
2069,-0.017
2070,-0.010
2071,-0.007
2072,-0.012
2073,-0.024
2074,-0.038
2075,-0.054
2076,-0.071
2077,-0.093
2078,-0.119
2079,-0.137
2080,-0.150
2081,-0.151
2082,-0.136
2083,-0.094
2084,-0.031
2085,0.063
2086,0.192
2087,0.358
2088,0.551
2089,0.730
2090,0.863
2091,0.913
2092,0.909
2093,0.835
2094,0.703
2095,0.543
2096,0.381
2097,0.220
2098,0.071
2099,-0.055
2100,-0.133
2101,-0.162
2102,-0.163
2103,-0.141
2104,-0.105
2105,-0.082
2106,-0.074
2107,-0.068
2108,-0.089
2109,-0.124
2110,-0.153
2111,-0.166
2112,-0.175
2113,-0.179
2114,-0.177
2115,-0.165
2116,-0.151
2117,-0.141
2118,-0.133
2119,-0.125
2120,-0.119
2121,-0.114
2122,-0.111
2123,-0.107
2124,-0.105
2125,-0.102
2126,-0.100
2127,-0.097
2128,-0.094
2129,-0.091
2130,-0.089
2131,-0.086
2132,-0.083
2133,-0.079
2134,-0.073
2135,-0.067
2136,-0.060
2137,-0.054
2138,-0.048
2139,-0.042
2140,-0.036
2141,-0.030
2142,-0.025
2143,-0.019
2144,-0.013
2145,-0.007
2146,0.000
2147,0.007
2148,0.020
2149,0.041
2150,0.061
2151,0.082
2152,0.102
2153,0.123
2154,0.134
2155,0.141
2156,0.148
2157,0.152
2158,0.154
2159,0.152
2160,0.146
2161,0.137
2162,0.125
2163,0.108
2164,0.081
2165,0.064
2166,0.055
2167,0.048
2168,0.043
2169,0.039
2170,0.035
2171,0.031
2172,0.026
2173,0.022
2174,0.018
2175,0.014
2176,0.008
2177,-0.001
2178,-0.018
2179,-0.028
2180,-0.034
2181,-0.041
2182,-0.045
2183,-0.045
2184,-0.041
2185,-0.033
2186,-0.019
2187,0.000
2188,0.011
2189,0.019
2190,0.018
2191,0.004
2192,-0.004
2193,-0.010
2194,-0.016
2195,-0.020
2196,-0.022
2197,-0.021
2198,-0.018
2199,-0.013
2200,-0.007
2201,-0.002
2202,0.005
2203,0.012
2204,0.014
2205,0.012
2206,0.007
2207,0.001
2208,-0.004
2209,-0.013
2210,-0.013
2211,-0.006
2212,-0.002
2213,0.000
2214,0.002
2215,0.005
2216,0.006
2217,0.007
2218,0.006
2219,0.005
2220,0.004
2221,0.002
2222,0.000
2223,-0.006
2224,0.006
2225,0.014
2226,0.019
2227,0.023
2228,0.027
2229,0.030
2230,0.033
2231,0.036
2232,0.039
2233,0.043
2234,0.047
2235,0.050
2236,0.054
2237,0.057
2238,0.061
2239,0.067
2240,0.073
2241,0.078
2242,0.078
2243,0.074
2244,0.067
2245,0.058
2246,0.040
2247,0.014
2248,-0.005
2249,-0.030
2250,-0.052
2251,-0.067
2252,-0.077
2253,-0.084
2254,-0.091
2255,-0.098
2256,-0.103
2257,-0.106
2258,-0.110
2259,-0.114
2260,-0.095
2261,-0.036
2262,0.052
2263,0.182
2264,0.360
2265,0.572
2266,0.783
2267,0.943
2268,1.006
2269,0.958
2270,0.832
2271,0.678
2272,0.511
2273,0.362
2274,0.256
2275,0.179
2276,0.091
2277,-0.008
2278,-0.100
2279,-0.164
2280,-0.184
2281,-0.194
2282,-0.188
2283,-0.159
2284,-0.136
2285,-0.124
2286,-0.119
2287,-0.115
2288,-0.113
2289,-0.111
2290,-0.110
2291,-0.109
2292,-0.107
2293,-0.105
2294,-0.101
2295,-0.097
2296,-0.095
2297,-0.100
2298,-0.109
2299,-0.117
2300,-0.125
2301,-0.130
2302,-0.123
2303,-0.112
2304,-0.102
2305,-0.093
2306,-0.086
2307,-0.086
2308,-0.091
2309,-0.100
2310,-0.110
2311,-0.122
2312,-0.128
2313,-0.134
2314,-0.139
2315,-0.127
2316,-0.090
2317,-0.038
2318,0.000
2319,0.012
2320,0.025
2321,0.040
2322,0.052
2323,0.062
2324,0.071
2325,0.079
2326,0.083
2327,0.088
2328,0.098
2329,0.123
2330,0.162
2331,0.183
2332,0.190
2333,0.195
2334,0.198
2335,0.196
2336,0.188
2337,0.178
2338,0.166
2339,0.148
2340,0.132
2341,0.115
2342,0.099
2343,0.081
2344,0.056
2345,0.033
2346,0.022
2347,0.015
2348,0.007
2349,-0.003
2350,-0.014
2351,-0.022
2352,-0.029
2353,-0.036
2354,-0.041
2355,-0.043
2356,-0.043
2357,-0.041
2358,-0.036
2359,-0.030
2360,-0.023
2361,-0.013
2362,0.002
2363,0.014
2364,0.025
2365,0.034
2366,0.034
2367,0.024
2368,0.013
2369,0.000
2370,-0.010
2371,-0.015
2372,-0.018
2373,-0.021
2374,-0.024
2375,-0.026
2376,-0.029
2377,-0.032
2378,-0.035
2379,-0.037
2380,-0.039
2381,-0.042
2382,-0.046
2383,-0.051
2384,-0.060
2385,-0.065
2386,-0.061
2387,-0.050
2388,-0.034
2389,-0.012
2390,0.000
2391,0.006
2392,0.010
2393,0.014
2394,0.018
2395,0.022
2396,0.027
2397,0.035
2398,0.034
2399,0.021
2400,0.011
2401,0.003
2402,-0.003
2403,-0.006
2404,-0.004
2405,0.000
2406,0.009
2407,0.022
2408,0.044
2409,0.066
2410,0.087
2411,0.100
2412,0.111
2413,0.111
2414,0.100
2415,0.084
2416,0.061
2417,0.038
2418,0.013
2419,-0.003
2420,-0.011
2421,-0.017
2422,-0.021
2423,-0.025
2424,-0.028
2425,-0.030
2426,-0.036
2427,-0.044
2428,-0.030
2429,-0.005
2430,0.009
2431,0.018
2432,0.014
2433,-0.018
2434,-0.055
2435,-0.097
2436,-0.144
2437,-0.159
2438,-0.167
2439,-0.157
2440,-0.095
2441,0.028
2442,0.207
2443,0.409
2444,0.612
2445,0.789
2446,0.927
2447,1.010
2448,1.022
2449,1.003
2450,0.893
2451,0.705
2452,0.473
2453,0.244
2454,0.046
2455,-0.092
2456,-0.177
2457,-0.221
2458,-0.238
2459,-0.239
2460,-0.230
2461,-0.203
2462,-0.156
2463,-0.107
2464,-0.077
2465,-0.066
2466,-0.075
2467,-0.105
2468,-0.137
2469,-0.146
2470,-0.152
2471,-0.155
2472,-0.155
2473,-0.150
2474,-0.143
2475,-0.135
2476,-0.127
2477,-0.116
2478,-0.110
2479,-0.114
2480,-0.122
2481,-0.132
2482,-0.141
2483,-0.128
2484,-0.114
2485,-0.104
2486,-0.099
2487,-0.101
2488,-0.105
2489,-0.111
2490,-0.116
2491,-0.098
2492,-0.081
2493,-0.069
2494,-0.060
2495,-0.055
2496,-0.050
2497,-0.031
2498,0.004
2499,0.021
2500,0.033
2501,0.041
2502,0.032
2503,0.020
2504,0.010
2505,0.025
2506,0.051
2507,0.077
2508,0.093
2509,0.104
2510,0.114
2511,0.123
2512,0.131
2513,0.139
2514,0.143
2515,0.141
2516,0.136
2517,0.132
2518,0.129
2519,0.125
2520,0.119
2521,0.112
2522,0.103
2523,0.094
2524,0.082
2525,0.070
2526,0.060
2527,0.043
2528,0.016
2529,-0.001
2530,-0.009
2531,-0.016
2532,-0.021
2533,-0.028
2534,-0.033
2535,-0.038
2536,-0.042
2537,-0.045
2538,-0.048
2539,-0.052
2540,-0.055
2541,-0.059
2542,-0.062
2543,-0.064
2544,-0.066
2545,-0.067
2546,-0.067
2547,-0.067
2548,-0.065
2549,-0.063
2550,-0.059
2551,-0.055
2552,-0.050
2553,-0.044
2554,-0.037
2555,-0.022
2556,0.009
2557,0.028
2558,0.039
2559,0.046
2560,0.045
2561,0.038
2562,0.028
2563,0.012
2564,-0.015
2565,-0.044
2566,-0.073
2567,-0.094
2568,-0.107
2569,-0.113
2570,-0.108
2571,-0.097
2572,-0.080
2573,-0.055
2574,-0.035
2575,-0.020
2576,-0.010
2577,-0.005
2578,-0.003
2579,0.000
2580,0.001
2581,0.003
2582,0.007
2583,0.010
2584,0.013
2585,0.017
2586,0.020
2587,0.024
2588,0.028
2589,0.032
2590,0.035
2591,0.038
2592,0.040
2593,0.042
2594,0.044
2595,0.046
2596,0.047
2597,0.046
2598,0.043
2599,0.038
2600,0.032
2601,0.025
2602,0.018
2603,-0.001
2604,-0.029
2605,-0.040
2606,-0.048
2607,-0.053
2608,-0.055
2609,-0.053
2610,-0.051
2611,-0.048
2612,-0.044
2613,-0.038
2614,-0.040
2615,-0.056
2616,-0.082
2617,-0.102
2618,-0.111
2619,-0.118
2620,-0.098
2621,-0.035
2622,0.075
2623,0.242
2624,0.452
2625,0.666
2626,0.842
2627,0.941
2628,0.952
2629,0.912
2630,0.798
2631,0.651
2632,0.491
2633,0.344
2634,0.212
2635,0.096
2636,0.003
2637,-0.072
2638,-0.125
2639,-0.144
2640,-0.151
2641,-0.145
2642,-0.134
2643,-0.127
2644,-0.122
2645,-0.117
2646,-0.113
2647,-0.111
2648,-0.111
2649,-0.113
2650,-0.115
2651,-0.117
2652,-0.120
2653,-0.122
2654,-0.127
2655,-0.132
2656,-0.136
2657,-0.137
2658,-0.131
2659,-0.120
2660,-0.107
2661,-0.093
2662,-0.074
2663,-0.064
2664,-0.066
2665,-0.070
2666,-0.072
2667,-0.074
2668,-0.076
2669,-0.078
2670,-0.078
2671,-0.076
2672,-0.069
2673,-0.060
2674,-0.051
2675,-0.044
2676,-0.036
2677,-0.028
2678,-0.019
2679,-0.012
2680,-0.007
2681,-0.001
2682,0.004
2683,0.017
2684,0.042
2685,0.059
2686,0.070
2687,0.083
2688,0.097
2689,0.120
2690,0.141
2691,0.148
2692,0.152
2693,0.156
2694,0.159
2695,0.160
2696,0.160
2697,0.156
2698,0.150
2699,0.144
2700,0.138
2701,0.131
2702,0.120
2703,0.109
2704,0.101
2705,0.092
2706,0.078
2707,0.054
2708,0.039
2709,0.032
2710,0.026
2711,0.018
2712,0.007
2713,-0.004
2714,-0.014
2715,-0.022
2716,-0.031
2717,-0.038
2718,-0.045
2719,-0.050
2720,-0.052
2721,-0.051
2722,-0.048
2723,-0.042
2724,-0.037
2725,-0.033
2726,-0.030
2727,-0.026
2728,-0.021
2729,-0.016
2730,-0.011
2731,-0.008
2732,-0.007
2733,-0.009
2734,-0.010
2735,-0.012
2736,-0.015
2737,-0.018
2738,-0.022
2739,-0.027
2740,-0.033
2741,-0.040
2742,-0.047
2743,-0.055
2744,-0.067
2745,-0.081
2746,-0.062
2747,-0.048
2748,-0.039
2749,-0.032
2750,-0.026
2751,-0.020
2752,-0.015
2753,-0.011
2754,-0.009
2755,-0.006
2756,-0.003
2757,0.001
2758,0.006
2759,0.010
2760,0.015
2761,0.020
2762,0.024
2763,0.028
2764,0.031
2765,0.034
2766,0.037
2767,0.039
2768,0.040
2769,0.042
2770,0.044
2771,0.045
2772,0.045
2773,0.046
2774,0.047
2775,0.049
2776,0.054
2777,0.057
2778,0.051
2779,0.037
2780,0.020
2781,0.001
2782,-0.006
2783,-0.011
2784,-0.015
2785,-0.018
2786,-0.021
2787,-0.026
2788,-0.032
2789,-0.039
2790,-0.049
2791,-0.068
2792,-0.099
2793,-0.128
2794,-0.146
2795,-0.154
2796,-0.159
2797,-0.139
2798,-0.080
2799,-0.001
2800,0.111
2801,0.265
2802,0.453
2803,0.651
2804,0.812
2805,0.882
2806,0.881
2807,0.804
2808,0.649
2809,0.479
2810,0.315
2811,0.167
2812,0.036
2813,-0.071
2814,-0.141
2815,-0.164
2816,-0.151
2817,-0.129
2818,-0.104
2819,-0.086
2820,-0.074
2821,-0.068
2822,-0.076
2823,-0.093
2824,-0.108
2825,-0.124
2826,-0.132
2827,-0.125
2828,-0.113
2829,-0.105
2830,-0.099
2831,-0.093
2832,-0.089
2833,-0.087
2834,-0.086
2835,-0.088
2836,-0.090
2837,-0.092
2838,-0.094
2839,-0.096
2840,-0.097
2841,-0.099
2842,-0.102
2843,-0.104
2844,-0.105
2845,-0.106
2846,-0.107
2847,-0.106
2848,-0.104
2849,-0.101
2850,-0.095
2851,-0.088
2852,-0.075
2853,-0.049
2854,-0.031
2855,-0.022
2856,-0.012
2857,-0.001
2858,0.013
2859,0.040
2860,0.070
2861,0.081
2862,0.086
2863,0.090
2864,0.093
2865,0.095
2866,0.098
2867,0.100
2868,0.102
2869,0.103
2870,0.104
2871,0.106
2872,0.107
2873,0.108
2874,0.110
2875,0.113
2876,0.120
2877,0.123
2878,0.114
2879,0.095
2880,0.077
2881,0.057
2882,0.042
2883,0.032
2884,0.016
2885,-0.012
2886,-0.049
2887,-0.069
2888,-0.076
2889,-0.080
2890,-0.058
2891,-0.036
2892,-0.020
2893,-0.009
2894,-0.004
2895,-0.001
2896,0.003
2897,0.008
2898,0.011
2899,0.009
2900,-0.001
2901,-0.016
2902,-0.029
2903,-0.043
2904,-0.055
2905,-0.062
2906,-0.066
2907,-0.070
2908,-0.081
2909,-0.094
2910,-0.102
2911,-0.109
2912,-0.086
2913,-0.065
2914,-0.048
2915,-0.037
2916,-0.034
2917,-0.033
2918,-0.033
2919,-0.034
2920,-0.035
2921,-0.034
2922,-0.031
2923,-0.025
2924,-0.018
2925,-0.011
2926,-0.001
2927,-0.002
2928,-0.010
2929,-0.014
2930,-0.018
2931,-0.022
2932,-0.025
2933,-0.027
2934,-0.026
2935,-0.021
2936,-0.012
2937,-0.002
2938,0.007
2939,0.016
2940,0.028
2941,0.040
2942,0.050
2943,0.057
2944,0.061
2945,0.066
2946,0.080
2947,0.094
2948,0.100
2949,0.105
2950,0.088
2951,0.059
2952,0.029
2953,0.001
2954,-0.025
2955,-0.048
2956,-0.065
2957,-0.075
2958,-0.082
2959,-0.089
2960,-0.094
2961,-0.090
2962,-0.083
2963,-0.077
2964,-0.069
2965,-0.066
2966,-0.073
2967,-0.087
2968,-0.101
2969,-0.116
2970,-0.117
2971,-0.106
2972,-0.078
2973,-0.006
2974,0.105
2975,0.254
2976,0.428
2977,0.598
2978,0.731
2979,0.789
2980,0.808
2981,0.783
2982,0.708
2983,0.586
2984,0.425
2985,0.247
2986,0.102
2987,0.015
2988,-0.032
2989,-0.062
2990,-0.087
2991,-0.107
2992,-0.121
2993,-0.133
2994,-0.145
2995,-0.161
2996,-0.175
2997,-0.187
2998,-0.193
2999,-0.189
